filename	ID_gesture	t0	t1	size.rh	size.lh	size	traj.rh	traj.lh	traj	ampl_y.rh	ampl_y.lh	ampl_y	ampl_x.rh	ampl_x.lh	ampl_x	peak_velo.rh	peak_velo.lh	peak_velo	apex.rh	apex.lh	ID_phrase	nonref	icon	metaph	deixis	conv	hand	phrase_position	item	gender	language	condition	ID_participant	ID_partner	ID_interaction
leuven5a_run2	sem_19	46956	51186	0.231	0.03	0.231	0.936	0.388	0.936	1.601	1.129	1.601	0.912	0.064	0.912	0.878	0.229	0.878	50800	48400	phrase_3	no	yes	no	abstract	no	both	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_2	4318	5219	0.001	0.002	0.002	0.092	0.07	0.092	0.002	0.017	0.017	0.366	0.042	0.366	0.186	0.131	0.186	4320	5160	phrase_2	no	no	no	no	yes	both	first	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_20	51186	53021	0.044	0.001	0.044	0.604	0.052	0.604	1.728	0.804	1.728	0.909	0.112	0.909	0.504	0.107	0.504	52720	52960	phrase_3	no	yes	no	abstract	no	both	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_21	53021	54450	0.092	0.001	0.092	0.928	0.058	0.928	1.726	0.799	1.726	0.845	0.126	0.845	1.371	0.113	1.371	53240	53800	phrase_3	no	no	no	abstract	no	both	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_22	54450	55744	0.027	0	0.027	0.322	0.051	0.322	1.784	0.76	1.784	0.799	0.124	0.799	0.497	0.11	0.497	55720	54480	phrase_3	no	yes	no	abstract	no	both	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_23	55744	57329	0.093	0.001	0.093	0.594	0.159	0.594	1.759	0.811	1.759	0.813	0.124	0.813	0.841	0.2	0.841	55760	57280	phrase_3	no	yes	no	no	no	both	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_24	57329	62439	0.022	0	0.022	0.298	0.024	0.298	1.354	0.823	1.354	0.646	0.123	0.646	0.456	0.063	0.456	57480	61400	phrase_3	yes	no	no	no	no	both	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_25	62439	68571	0.021	0.028	0.028	0.425	0.441	0.441	1.111	0.844	1.111	0.555	0.272	0.555	0.635	0.308	0.635	62440	68560	phrase_3	no	yes	no	abstract	no	both	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_26	68571	77329	0.156	0.378	0.378	6.625	6.615	6.625	0.773	0.85	0.85	0.541	0.27	0.541	1.409	1.412	1.412	68600	68600	phrase_3	no	yes	no	no	no	both	last	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_27	79861	80972	0.141	0	0.141	1.065	0.002	1.065	0.882	0.058	0.882	0.523	0.016	0.523	1.701	0.156	1.701	80560	80960	phrase_4	no	no	no	abstract	no	right	first	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_28	80972	82756	0.068	0.086	0.086	0.952	1.026	1.026	0.63	0.657	0.657	0.607	0.131	0.607	0.97	1.152	1.152	81840	81880	phrase_4	no	yes	no	no	no	both	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_29	82756	83779	0.121	0.018	0.121	0.726	0.282	0.726	1.06	0.321	1.06	0.591	0.076	0.591	1.148	0.892	1.148	83680	82760	phrase_4	no	no	no	abstract	no	right	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_3	5219	6263	0.002	0.001	0.002	0.1	0.077	0.1	0.038	0.056	0.056	0.379	0.066	0.379	0.147	0.141	0.147	5680	5760	phrase_2	yes	no	no	no	no	both	last	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_30	83779	85000	0.052	0	0.052	0.576	0.02	0.576	1.061	0.048	1.061	0.646	0.013	0.646	1.063	0.245	1.063	83800	84960	phrase_4	no	no	no	abstract	no	right	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_31	85000	86940	0.068	0.147	0.147	0.68	1.116	1.116	0.814	0.653	0.814	0.735	0.134	0.735	0.656	1.708	1.708	85120	85360	phrase_4	no	yes	no	no	no	both	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_32	86940	88535	0.12	0.014	0.12	0.907	0.379	0.907	1.002	0.409	1.002	0.762	0.105	0.762	1.446	0.646	1.446	87640	87440	phrase_4	no	no	no	abstract	no	right	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_33	88535	91952	0.297	0.26	0.297	1.109	1.762	1.762	0.811	0.849	0.849	0.775	0.268	0.775	1.389	1.777	1.777	88760	89360	phrase_4	no	yes	no	abstract	no	both	last	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_34	93500	94884	0.084	0	0.084	0.502	0.017	0.502	0.544	0.092	0.544	0.557	0.044	0.557	0.96	0.047	0.96	94880	94880	phrase_5	no	no	no	abstract	no	right	first	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_35	94884	99360	0.092	0	0.092	0.738	0.023	0.738	0.966	0.09	0.966	0.793	0.066	0.793	0.684	0.074	0.684	97160	95240	phrase_5	no	yes	no	abstract	no	right	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_36	99360	100035	0	0	0	0.037	0	0.037	0.938	0.082	0.938	0.787	0.066	0.787	0.109	0	0.109	99600	99360	phrase_5	yes	no	no	no	no	right	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_37	100035	104202	0.107	0	0.107	0.748	0.002	0.748	1.168	0.082	1.168	0.777	0.066	0.777	0.877	0.005	0.877	100040	100040	phrase_5	no	no	no	abstract	no	right	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_38	104202	108130	0.045	0	0.045	0.663	0.007	0.663	0.951	0.082	0.951	0.417	0.066	0.417	1.116	0.135	1.116	104240	105600	phrase_5	no	no	no	abstract	no	right	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_39	108130	110440	0.008	0.344	0.344	0.146	1.423	1.423	0.933	1.337	1.337	0.06	0.342	0.342	0.263	2.597	2.597	108160	108920	phrase_5	no	yes	no	concrete	no	left	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_4	7483	9274	0.344	0.302	0.344	2.043	1.961	2.043	1.104	1.022	1.104	0.629	0.352	0.629	2.279	2.183	2.279	8440	8520	phrase_3	no	yes	no	no	no	both	first	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_40	110440	112190	0	0.08	0.08	0.026	0.485	0.485	0.837	1.25	1.25	0.033	0.52	0.52	0.034	0.608	0.608	112160	111040	phrase_5	no	yes	no	abstract	no	left	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_41	112190	112845	0	0.051	0.051	0.031	0.389	0.389	0.834	1.019	1.019	0.043	0.514	0.514	0.094	0.731	0.731	112440	112200	phrase_5	no	no	yes	no	no	left	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_42	112845	114476	0.006	0.029	0.029	0.159	0.414	0.414	0.815	1.167	1.167	0.125	0.306	0.306	0.201	0.591	0.591	114440	113280	phrase_5	no	no	no	abstract	no	left	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_43	114476	115357	0.029	0.03	0.03	0.274	0.325	0.325	0.912	0.938	0.938	0.316	0.299	0.316	0.483	0.609	0.609	115320	114480	phrase_5	no	no	yes	no	no	both	last	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_44	117738	119570	0.761	0	0.761	1.684	0.032	1.684	1.593	0.054	1.593	0.888	0.036	0.888	2.604	0.077	2.604	119560	118040	phrase_6	no	yes	no	abstract	no	right	first	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_45	119570	120570	0.01	0	0.01	0.198	0.001	0.198	1.569	0.025	1.569	0.89	0.025	0.89	0.343	0.003	0.343	119600	119600	phrase_6	no	no	no	abstract	no	right	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_46	120570	124285	0.512	0	0.512	1.925	0.01	1.925	1.689	0.025	1.689	0.888	0.025	0.888	2.572	0.047	2.572	121480	121120	phrase_6	yes	no	no	no	no	right	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_47	124285	125012	0.111	0	0.111	1.187	0.005	1.187	1.335	0.025	1.335	0.621	0.013	0.621	2.457	0.045	2.457	125000	124320	phrase_6	no	no	no	no	yes	right	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_48	125012	127000	0.74	0	0.74	2.41	0.007	2.41	1.812	0.026	1.812	0.743	0.014	0.743	3.047	0.118	3.047	125880	127000	phrase_6	no	no	no	abstract	yes	right	last	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_49	130665	131974	0.05	0.053	0.053	0.633	0.812	0.812	0.799	0.972	0.972	0.519	0.215	0.519	1.439	1.488	1.488	131320	131480	phrase_7	no	yes	no	no	no	both	first	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_5	9274	10956	0.043	0.031	0.043	0.363	0.454	0.454	0.67	0.721	0.721	0.459	0.051	0.459	0.572	0.8	0.8	10240	10040	phrase_3	no	yes	no	abstract	no	both	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_50	131974	132717	0.067	0.03	0.067	0.505	0.394	0.505	1.158	0.702	1.158	0.415	0.194	0.415	1.162	1.003	1.162	132480	132560	phrase_7	no	no	yes	no	no	right	last	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_51	136390	138053	0.45	0.27	0.45	1.287	1.391	1.391	1.051	0.802	1.051	0.615	0.291	0.615	1.216	1.884	1.884	136840	137680	phrase_8	no	no	yes	no	no	both	no	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_52	149953	151000	0.086	0.001	0.086	1.792	0.063	1.792	0.883	-0.184	0.883	0.607	0.293	0.607	2.599	0.179	2.599	150360	149960	phrase_9	no	no	no	no	yes	right	no	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_53	152226	154647	0.254	0.523	0.523	2.82	2.864	2.864	1.31	1.264	1.31	0.712	0.284	0.712	2.309	2.528	2.528	153520	153480	phrase_10	no	yes	no	abstract	no	both	no	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_54	162031	164078	0.909	0.001	0.909	3.562	0.097	3.562	1.625	-0.145	1.625	1.119	0.243	1.119	2.914	0.103	2.914	163000	162200	phrase_11	no	yes	no	abstract	no	right	first	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_55	164312	165694	0.774	0.005	0.774	3.148	0.164	3.148	1.518	-0.116	1.518	1.087	0.313	1.087	3.236	0.199	3.236	164960	164920	phrase_11	no	yes	no	abstract	no	right	last	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_6	10956	15967	0.015	0.008	0.015	0.506	0.274	0.506	0.732	0.744	0.744	0.484	0.045	0.484	0.461	0.154	0.461	12800	11280	phrase_3	yes	no	no	no	no	both	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_7	15967	17535	0.025	0.003	0.025	0.475	0.122	0.475	0.902	0.688	0.902	0.565	0.058	0.565	0.663	0.155	0.663	16600	16640	phrase_3	no	no	no	abstract	no	right	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_8	17535	22065	0.029	0.009	0.029	0.585	0.318	0.585	0.861	0.711	0.861	0.711	0.138	0.711	0.57	0.293	0.57	18440	18160	phrase_3	no	no	no	abstract	no	both	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5a_run2	sem_9	22065	25065	0.002	0.472	0.472	0.088	2.139	2.139	0.756	1.24	1.24	0.61	0.341	0.61	0.093	3.135	3.135	22080	23960	phrase_3	no	yes	no	abstract	no	both	middle	lake	f	dutch	L1-L2	leuven5a	leuven5b	2
leuven5b_run1	sem_1	891	3675	0.121	0.188	0.188	1.238	1.296	1.296	1.045	1.036	1.045	0.437	0.28	0.437	2.097	2.194	2.194	2720	2760	phrase_1	no	yes	no	no	no	both	no	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_10	18132	20037	0	0.074	0.074	0	1.105	1.105	0.069	1.32	1.32	0.338	0.417	0.417	0	1.81	1.81	18160	19160	phrase_2	no	yes	no	no	no	left	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_11	20037	25023	0	0.009	0.009	0	0.254	0.254	0.069	1.134	1.134	0.338	0.397	0.397	0.011	0.213	0.213	20040	20040	phrase_2	no	no	yes	no	no	left	last	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_12	27465	28314	0.47	0.03	0.47	1.428	0.432	1.428	0.952	0.996	0.952	1.094	0.266	1.094	2.323	0.94	2.323	28200	27480	phrase_3	no	yes	no	no	no	right	first	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_13	28314	29944	0.569	0.351	0.569	1.496	1.466	1.496	0.957	0.835	0.957	0.991	0.296	0.991	1.392	1.57	1.57	28320	28880	phrase_3	no	yes	no	no	no	both	last	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_14	30348	32100	0	0.024	0.024	0.04	1.41	1.41	0.12	1.432	1.432	0.356	0.299	0.299	0.056	3.221	3.221	30360	30880	phrase_4	no	no	no	abstract	no	left	first	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_15	32100	32853	0	0.028	0.028	0.009	0.311	0.311	0.109	1.364	1.364	0.359	0.53	0.53	0.024	0.712	0.712	32600	32720	phrase_4	no	yes	no	abstract	no	left	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_16	32853	35330	0	0.092	0.092	0	0.636	0.636	0.109	1.67	1.67	0.359	0.501	0.501	0	1.223	1.223	32880	32880	phrase_4	no	yes	no	abstract	no	left	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_17	35330	37559	0	0.061	0.061	0.015	0.815	0.815	0.112	1.511	1.511	0.367	0.321	0.321	0.071	1.592	1.592	37520	35360	phrase_4	no	yes	no	abstract	no	left	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_18	37559	39752	0.08	0.058	0.08	1.045	0.421	1.045	0.595	0.686	0.686	0.482	0.255	0.482	0.932	0.68	0.932	39720	37560	phrase_4	no	yes	no	no	no	both	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_19	39752	40532	0.011	0.001	0.011	0.189	0.07	0.189	0.512	0.426	0.512	0.643	0.056	0.643	0.693	0.142	0.693	40440	39760	phrase_4	no	yes	no	no	no	both	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_2	3675	5961	0.135	0.101	0.135	0.788	0.816	0.816	1.041	1.081	1.081	0.48	0.183	0.48	1.079	0.829	1.079	4320	3760	phrase_1	no	yes	no	no	no	both	last	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_20	40532	41743	0.017	0.014	0.017	0.313	0.265	0.313	0.509	0.46	0.509	0.621	0.277	0.621	0.54	0.487	0.54	40560	41720	phrase_4	no	yes	no	no	no	both	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_21	41743	43422	0.185	0.236	0.236	0.952	0.849	0.952	0.979	0.843	0.979	0.567	0.373	0.567	0.999	0.941	0.999	42920	43000	phrase_4	no	yes	no	abstract	no	both	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_22	43422	44405	0.076	0.009	0.076	1.081	0.161	1.081	1.338	0.754	1.338	0.567	0.373	0.567	1.844	0.212	1.844	44000	43440	phrase_4	no	yes	no	abstract	no	right	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_23	44405	47649	0.089	0.006	0.089	1.007	0.173	1.007	1.42	0.692	1.42	0.702	0.253	0.702	1.584	0.152	1.584	44760	44440	phrase_4	no	yes	no	abstract	no	right	last	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_24	49082	51715	0.11	0.165	0.165	1.038	1.186	1.186	0.961	1.016	1.016	0.555	0.238	0.555	0.98	1.221	1.221	49120	49960	phrase_5	no	yes	no	abstract	no	both	first	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_25	51715	53523	0.065	0.176	0.065	0.408	0.721	0.408	1	0.66	1	0.764	0.154	0.764	0.723	1.529	0.723	52880	51720	phrase_5	no	no	no	abstract	no	right	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_26	53523	54721	0.016	0	0.016	0.225	0	0.225	1.007	-0.007	1.007	0.737	0.11	0.737	0.412	0	0.412	53560	53560	phrase_5	no	yes	no	abstract	no	right	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_27	54721	57091	0.012	0	0.012	0.363	0	0.363	1.2	-0.007	1.2	0.676	0.11	0.676	0.79	0	0.79	55440	54760	phrase_5	no	yes	no	abstract	no	right	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_28	57091	59688	0.427	0	0.427	1.502	0.02	1.502	1.229	-0.007	1.229	0.669	0.11	0.669	1.103	0.038	1.103	57120	58560	phrase_5	no	yes	no	abstract	no	right	last	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_29	60532	61724	0.173	0.297	0.297	0.766	2.189	2.189	0.659	1.256	1.256	0.347	0.336	0.336	1.458	3	3	60840	61280	phrase_6	no	no	yes	abstract	no	left	first	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_3	7419	8773	0.022	0.014	0.022	0.975	0.486	0.975	1.118	0.848	1.118	0.259	0.044	0.259	1.485	0.724	1.485	7880	8000	phrase_2	no	yes	no	no	no	both	first	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_30	61724	63908	0.002	0.198	0.198	0.102	2.281	2.281	-0.02	1.32	1.32	0.376	0.431	0.431	0.147	2.34	2.34	61960	62800	phrase_6	no	no	yes	abstract	no	left	last	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_4	8773	10632	0.124	0.018	0.124	1.607	0.389	1.607	1.44	0.659	1.44	0.257	0.071	0.257	2.034	0.48	2.034	9200	10120	phrase_2	no	yes	no	no	no	both	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_5	10632	11229	0.049	0.063	0.063	0.365	0.456	0.456	0.927	0.992	0.992	0.394	0.229	0.394	0.683	0.949	0.949	11200	11200	phrase_2	no	yes	no	no	no	both	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_6	11229	12311	0.009	0.022	0.022	0.184	0.295	0.295	0.981	1.02	1.02	0.404	0.243	0.404	0.354	0.476	0.476	11280	11280	phrase_2	no	no	no	no	yes	both	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_7	12311	14620	0.06	0.06	0.06	0.576	0.584	0.584	0.971	1.106	1.106	0.236	0.284	0.284	0.518	0.638	0.638	12320	14000	phrase_2	no	yes	no	abstract	no	both	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_8	14620	16524	0.264	0.14	0.14	0.827	1.251	1.251	0.788	1.584	1.584	0.338	0.473	0.473	1.69	1.482	1.482	14920	15320	phrase_2	no	yes	no	no	no	left	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run1	sem_9	16524	18132	0	0.163	0.163	0	1.748	1.748	0.069	1.565	1.565	0.338	0.467	0.467	0	2.031	2.031	16560	17040	phrase_2	no	yes	no	no	no	left	middle	forest	m	french	L1-L2	leuven5b	leuven5a	1
leuven5b_run2	sem_1	2985	5656	0.297	0.317	0.317	1.841	1.6	1.841	1.164	1.048	1.164	0.477	0.441	0.477	1.861	2.114	2.114	4640	4360	phrase_1	no	yes	no	no	no	both	no	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_10	19732	21649	0.05	0.056	0.056	0.623	0.835	0.835	1.161	1.332	1.332	0.591	0.375	0.591	0.463	0.727	0.727	21000	20920	phrase_2	no	yes	no	no	no	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_11	21649	22368	0.033	0.014	0.033	0.356	0.198	0.356	0.965	1.028	1.028	0.517	0.267	0.517	0.75	0.501	0.75	21680	21680	phrase_2	no	no	no	no	yes	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_12	22368	24508	0.03	0.035	0.035	0.535	0.454	0.535	1.06	0.955	1.06	0.263	0.112	0.263	0.718	0.652	0.718	24120	22400	phrase_2	no	yes	no	no	no	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_13	24508	27087	0.273	0.014	0.273	1.303	0.338	1.303	1.339	0.754	1.339	0.617	0.201	0.617	1.233	0.334	1.233	25400	26200	phrase_2	no	yes	no	abstract	no	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_14	27087	27824	0.021	0.002	0.021	0.467	0.111	0.467	1.166	0.675	1.166	0.251	0.21	0.251	1.226	0.23	1.226	27200	27280	phrase_2	no	no	no	no	yes	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_15	27824	30197	0.007	0.013	0.013	0.225	0.248	0.248	0.735	0.771	0.771	0.386	0.268	0.386	0.276	0.348	0.348	28480	28400	phrase_2	no	yes	no	no	no	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_16	30197	31438	0.001	0.001	0.001	0.094	0.113	0.113	0.741	0.791	0.791	0.378	0.236	0.378	0.154	0.208	0.208	30640	30640	phrase_2	yes	no	no	no	no	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_17	31438	33526	0.054	0.013	0.054	0.662	0.713	0.713	1.156	1.24	1.24	0.473	0.233	0.473	0.824	0.784	0.824	32480	32440	phrase_2	no	yes	no	no	no	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_18	33526	35645	0.039	0.001	0.039	0.636	0.054	0.636	1.578	1.015	1.578	0.561	0.23	0.561	1.016	0.087	1.016	35520	34600	phrase_2	no	yes	no	abstract	no	right	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_19	35645	36456	0.004	0.001	0.004	0.355	0.06	0.355	1.514	0.993	1.514	0.544	0.229	0.544	0.903	0.134	0.903	35680	35920	phrase_2	no	yes	no	no	no	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_2	5656	8701	0.05	0.081	0.081	0.552	0.752	0.752	0.906	0.996	0.996	0.473	0.285	0.473	0.808	1.02	1.02	5680	5680	phrase_1	no	yes	no	no	no	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_20	36456	38032	0.012	0.029	0.029	0.299	0.433	0.433	1.159	0.997	1.159	0.565	0.2	0.565	0.521	0.59	0.59	36480	36480	phrase_2	no	yes	no	no	no	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_21	38032	39978	0.085	0.03	0.085	0.99	0.792	0.99	1.197	1.33	1.33	0.68	0.127	0.68	0.913	0.839	0.913	39840	38560	phrase_2	no	yes	no	no	no	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_22	39978	41666	0.089	0.011	0.089	1.022	0.237	1.022	1.526	1.055	1.526	0.669	0.088	0.669	1.34	0.323	1.34	41040	40000	phrase_2	no	yes	no	abstract	no	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_23	41666	43192	0.098	0.047	0.098	0.808	0.608	0.808	1.434	1.21	1.434	0.574	0.137	0.574	1.166	0.763	1.166	41680	43160	phrase_2	no	yes	no	no	no	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_24	43192	45145	0.059	0.102	0.059	0.768	0.991	0.768	1.705	0.961	1.705	0.585	0.246	0.585	1.185	2.266	1.185	44200	43240	phrase_2	no	yes	no	abstract	no	right	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_25	45145	45887	0.044	0	0.044	0.383	0.002	0.383	1.594	-0.023	1.594	0.527	0.248	0.527	0.994	0.005	0.994	45160	45880	phrase_2	no	no	no	abstract	no	right	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_26	45887	49228	0.075	0	0.075	0.528	0.006	0.528	1.368	-0.023	1.368	0.391	0.254	0.391	0.922	0.087	0.922	45920	46760	phrase_2	no	yes	no	no	no	right	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_27	49228	51543	0.093	0.342	0.342	0.627	1.62	1.62	1.4	1.56	1.56	0.409	0.254	0.409	1.038	2.651	2.651	50480	49840	phrase_2	no	yes	no	no	no	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_28	51543	53035	0.063	0.06	0.063	0.585	0.668	0.668	1.4	1.548	1.548	0.473	0.149	0.473	0.921	1.07	1.07	51880	51920	phrase_2	no	yes	no	no	no	both	last	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_29	54087	54584	0.007	0.001	0.007	0.137	0.101	0.137	1.022	0.917	1.022	0.443	0.136	0.443	0.635	0.512	0.635	54560	54120	phrase_3	no	yes	no	no	no	both	first	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_3	8701	10097	0.041	0.072	0.072	0.709	0.706	0.709	0.784	1.023	1.023	0.509	0.246	0.509	0.734	0.74	0.74	9640	9640	phrase_1	no	no	yes	no	no	both	last	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_30	54584	55967	0.092	0.102	0.102	0.557	0.733	0.733	1.355	1.494	1.494	0.661	0.314	0.661	1.235	1.597	1.597	55920	55400	phrase_3	no	yes	no	abstract	no	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_31	55967	56915	0.068	0.04	0.068	0.408	0.457	0.457	1.305	1.422	1.422	0.66	0.308	0.66	0.86	1.081	1.081	56000	56000	phrase_3	no	yes	no	abstract	no	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
leuven5b_run2	sem_32	56915	59058	0.032	0.051	0.051	0.715	0.693	0.715	1.117	1.166	1.166	0.491	0.276	0.491	0.716	0.691	0.716	58400	57400	phrase_3	no	yes	no	no	no	both	middle	playground	m	french	L1-L2	leuven5b	leuven5a	2
